StudentLevel,Department,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,Unknown,2024-12-16,3.6,1,Writing,4,Idea Drafted,True,3.5,Monday,False,0.28,0.01,19,7,0.28
Undergraduate,Business,2025-06-16,9.67,2,Homework Help,4,Assignment Completed,True,3.6,Friday,False,0.21,0.02,22,45,0.22
Graduate,Psychology,2025-01-03,4.1,1,Coding,5,Assignment Completed,True,4.5,Friday,False,0.24,0.01,22,56,0.07
Undergraduate,History,2024-12-25,11.88,4,Research,2,Assignment Completed,True,3.2,Wednesday,False,0.34,0.04,21,99,0.15
Undergraduate,Computer Science,2024-10-25,40.51,14,Writing,4,Idea Drafted,True,4.1,Friday,False,0.35,0.14,23,34,0.09
Undergraduate,Engineering,2025-04-28,17.25,4,Homework Help,5,Assignment Completed,False,4.0,Monday,False,0.35,0.06,21,85,0.3
Undergraduate,Computer Science,2024-08-29,12.55,4,Writing,4,Assignment Completed,True,4.9,Thursday,False,0.32,0.04,20,50,0.3
Undergraduate,Biology,2024-08-29,38.77,15,Homework Help,4,Assignment Completed,True,4.6,Sunday,True,0.39,0.15,20,84,0.06
High School,Computer Science,2025-06-13,16.7,5,Brainstorming,4,Idea Drafted,True,4.5,Friday,False,0.26,0.05,14,56,0.08
Undergraduate,Biology,2025-01-30,23.15,4,Writing,4,Assignment Completed,True,4.7,Thursday,False,0.43,0.1,19,51,0.17
Undergraduate,Engineering,2024-08-22,33.24,14,Homework Help,4,Confused,False,2.2,Thursday,False,0.42,0.14,20,45,0.03
Undergraduate,Unknown,2024-06-30,41.31,11,Writing,4,Idea Drafted,True,4.4,Sunday,True,0.27,0.11,20,3,0.4
Undergraduate,Engineering,2024-12-03,9.37,2,Studying,4,Idea Drafted,False,3.1,Tuesday,False,0.21,0.02,18,18,0.02
Undergraduate,Math,2024-12-03,7.25,4,Writing,3,Assignment Completed,True,2.7,Thursday,False,0.41,0.01,20,89,0.41
High School,Computer Science,2025-06-03,4.1,1,Studying,4,Assignment Completed,True,3.9,Tuesday,False,0.2,0.01,17,5,0.15
Undergraduate,Psychology,2024-11-26,39.68,8,Writing,4,Idea Drafted,True,3.7,Tuesday,False,0.2,0.08,19,34,0.46
High School,Engineering,2024-11-06,9.43,2,Writing,2,Idea Drafted,True,1.2,Wednesday,False,0.21,0.02,18,10,0.19
Undergraduate,Biology,2024-11-06,13.21,6,Coding,3,Assignment Completed,True,4.0,Monday,False,0.45,0.06,19,74,0.04
Undergraduate,Math,2024-07-26,18.39,4,Coding,3,Assignment Completed,True,3.6,Friday,False,0.22,0.04,23,84,0.27
Undergraduate,Psychology,2024-08-18,16.7,6,Coding,5,Assignment Completed,True,5.0,Sunday,True,0.2,0.06,18,15,0.4
Undergraduate,Psychology,2025-05-04,14.88,3,Homework Help,4,Assignment Completed,False,2.9,Sunday,True,0.2,0.03,23,78,0.29
Undergraduate,Business,2025-02-13,5.66,1,Writing,4,Assignment Completed,True,2.7,Thursday,False,0.18,0.01,19,3,0.24
High School,Computer Science,2025-02-13,32.24,13,Writing,4,Idea Drafted,False,4.1,Friday,False,0.4,0.13,14,54,0.03
Undergraduate,Business,2024-07-04,16.53,7,Studying,3,Assignment Completed,False,3.0,Thursday,False,0.42,0.07,22,89,0.11
Undergraduate,Biology,2024-07-04,41.06,10,Studying,4,Confused,False,4.4,Wednesday,False,0.24,0.1,20,41,0.34
Graduate,Engineering,2024-11-14,39.6,17,Writing,4,Assignment Completed,False,4.2,Thursday,False,0.43,0.17,33,51,0.05
Undergraduate,Psychology,2024-11-14,30.27,11,Coding,3,Assignment Completed,True,2.8,Saturday,True,0.36,0.11,18,76,0.25
Undergraduate,Biology,2025-04-01,16.7,1,Brainstorming,2,Confused,False,2.0,Tuesday,False,0.15,0.01,20,10,0.07
Undergraduate,Engineering,2025-06-19,27.26,6,Coding,3,Assignment Completed,True,3.5,Thursday,False,0.22,0.06,19,80,0.15
High School,Unknown,2024-08-24,10.47,2,Coding,5,Assignment Completed,True,5.0,Saturday,True,0.19,0.02,17,21,0.49
Undergraduate,Math,2024-08-24,37.29,16,Homework Help,4,Confused,True,3.5,Wednesday,False,0.43,0.01,18,27,0.41
Undergraduate,Biology,2024-10-13,20.52,4,Coding,3,Idea Drafted,True,3.2,Sunday,True,0.19,0.04,21,10,0.17
Graduate,Biology,2024-08-08,12.48,4,Coding,5,Confused,True,5.0,Thursday,False,0.32,0.04,25,89,0.31
Undergraduate,History,2024-07-21,8.12,2,Brainstorming,3,Idea Drafted,True,3.5,Sunday,True,0.25,0.02,21,46,0.16
Undergraduate,Computer Science,2024-10-27,3.98,1,Studying,5,Assignment Completed,True,4.6,Sunday,True,0.2,0.01,20,70,0.01
Undergraduate,Computer Science,2024-10-27,16.7,17,Writing,2,Gave Up,False,2.4,Tuesday,False,0.47,0.17,21,90,0.12
Undergraduate,Computer Science,2024-10-27,16.7,1,Studying,3,Confused,True,3.5,Sunday,True,0.3,0.01,21,63,0.05
Undergraduate,History,2025-06-19,8.72,2,Coding,2,Confused,True,3.6,Thursday,False,0.23,0.02,20,15,0.1
High School,Math,2025-04-18,19.77,4,Writing,1,Assignment Completed,False,1.7,Friday,False,0.2,0.04,17,50,0.25
Undergraduate,History,2024-11-30,22.94,6,Writing,4,Gave Up,True,2.8,Saturday,True,0.26,0.06,21,97,0.15
High School,Unknown,2024-11-30,34.58,8,Writing,4,Idea Drafted,True,3.1,Monday,False,0.23,0.08,17,52,0.37
High School,Business,2024-07-10,4.31,1,Studying,3,Gave Up,True,3.8,Wednesday,False,0.23,0.01,14,51,0.48
Undergraduate,History,2024-08-21,39.51,17,Homework Help,2,Idea Drafted,True,2.3,Wednesday,False,0.43,0.17,22,69,0.25
High School,History,2025-02-08,16.7,3,Homework Help,3,Idea Drafted,True,3.5,Saturday,True,0.24,0.03,15,52,0.01
High School,Math,2024-10-25,17.82,4,Coding,4,Gave Up,False,2.0,Friday,False,0.28,0.05,15,60,0.23
Graduate,Engineering,2024-10-24,22.1,6,Writing,3,Idea Drafted,True,3.4,Thursday,False,0.27,0.06,25,63,0.38
High School,Math,2025-04-14,44.1,15,Homework Help,2,Assignment Completed,False,1.8,Monday,False,0.34,0.15,15,32,0.17
Undergraduate,Engineering,2025-04-14,25.82,7,Studying,5,Assignment Completed,False,3.7,Sunday,Unknown,0.2,0.07,21,88,0.2
High School,Business,2025-03-23,16.7,10,Writing,5,Assignment Completed,True,5.0,Sunday,True,0.48,0.1,14,28,0.5
Undergraduate,Computer Science,2025-03-23,25.85,10,Studying,4,Confused,True,4.6,Tuesday,False,0.39,0.1,20,97,0.19
Graduate,Biology,2024-11-27,41.89,14,Homework Help,3,Assignment Completed,True,2.9,Wednesday,False,0.33,0.14,23,51,0.39
Undergraduate,Math,2024-09-22,11.7,3,Writing,5,Idea Drafted,False,5.0,Sunday,True,0.26,0.03,21,58,0.32
Undergraduate,Math,2024-12-10,11.94,5,Coding,4,Gave Up,False,2.4,Tuesday,False,0.42,0.05,20,60,0.2
Undergraduate,Math,2024-12-10,24.99,7,Writing,3,Idea Drafted,True,2.3,Thursday,False,0.28,0.07,18,25,0.45
Undergraduate,Computer Science,2024-12-20,13.19,3,Research,3,Idea Drafted,False,2.3,Friday,False,0.2,0.03,23,96,0.16
Undergraduate,Math,2025-03-10,11.95,4,Writing,3,Assignment Completed,True,2.9,Monday,False,0.33,0.04,21,11,0.47
Undergraduate,Business,2025-03-10,16.7,4,Coding,4,Assignment Completed,False,4.9,Sunday,True,0.23,0.04,22,84,0.41
Undergraduate,Biology,2025-05-05,10.15,2,Homework Help,4,Idea Drafted,True,5.0,Monday,False,0.2,0.02,23,65,0.12
Graduate,Psychology,2024-08-22,10.29,4,Homework Help,3,Assignment Completed,True,3.9,Thursday,Unknown,0.39,0.04,26,35,0.48
Undergraduate,Biology,2025-03-01,25.85,4,Studying,4,Idea Drafted,True,3.7,Friday,True,0.35,0.09,21,2,0.21
Undergraduate,History,2025-03-01,10.53,3,Homework Help,5,Idea Drafted,True,4.8,Friday,False,0.28,0.03,23,65,0.15
Undergraduate,Psychology,2024-08-29,10.99,4,Writing,3,Idea Drafted,True,1.9,Thursday,False,0.27,0.03,21,99,0.31
Undergraduate,Business,2024-08-29,15.16,3,Studying,4,Assignment Completed,True,4.0,Sunday,True,0.2,0.03,21,10,0.44
Graduate,Psychology,2025-02-20,23.06,4,Coding,3,Assignment Completed,True,3.3,Thursday,Unknown,0.17,0.04,26,73,0.42
Undergraduate,History,2025-03-31,15.74,4,Coding,5,Confused,False,3.5,Monday,False,0.25,0.04,22,98,0.22
Undergraduate,Computer Science,2025-03-31,21.75,7,Studying,4,Assignment Completed,True,3.8,Thursday,False,0.32,0.07,20,73,0.38
Undergraduate,Unknown,2025-03-08,10.38,3,Writing,2,Assignment Completed,False,1.8,Saturday,True,0.29,0.03,23,60,0.08
Undergraduate,Engineering,2025-04-16,18.18,6,Studying,4,Assignment Completed,True,5.0,Wednesday,Unknown,0.33,0.06,21,17,0.11
Graduate,Math,2024-09-01,16.7,3,Coding,3,Assignment Completed,True,1.8,Sunday,Unknown,0.2,0.03,26,65,0.13
Undergraduate,Psychology,2024-07-10,28.89,11,Writing,3,Assignment Completed,True,3.6,Wednesday,False,0.2,0.11,19,72,0.27
Graduate,Computer Science,2024-07-10,39.5,8,Studying,4,Assignment Completed,False,4.1,Sunday,True,0.2,0.08,30,72,0.49
High School,Biology,2024-11-17,12.15,2,Homework Help,3,Idea Drafted,True,3.2,Friday,True,0.2,0.02,16,71,0.28
Undergraduate,Unknown,2024-11-17,16.7,3,Coding,5,Assignment Completed,True,4.8,Tuesday,False,0.16,0.03,14,51,0.44
Undergraduate,Computer Science,2024-11-17,34.17,4,Writing,4,Idea Drafted,False,3.1,Friday,Unknown,0.32,0.11,23,75,0.35
High School,Biology,2025-03-08,10.62,2,Homework Help,5,Assignment Completed,True,5.0,Saturday,True,0.19,0.02,18,51,0.09
Undergraduate,Engineering,2024-10-02,16.7,2,Writing,3,Gave Up,True,3.9,Wednesday,False,0.17,0.02,20,5,0.37
Graduate,Computer Science,2024-10-02,40.73,13,Writing,2,Assignment Completed,False,3.5,Friday,False,0.32,0.13,26,39,0.19
Undergraduate,Psychology,2025-01-09,26.51,5,Studying,4,Idea Drafted,True,3.5,Thursday,False,0.2,0.05,18,70,0.03
Undergraduate,Engineering,2025-01-09,28.06,4,Writing,4,Assignment Completed,True,4.0,Thursday,False,0.32,0.09,19,67,0.05
Undergraduate,Business,2025-03-02,38.87,9,Studying,3,Confused,False,3.0,Sunday,True,0.23,0.09,19,51,0.13
Undergraduate,Engineering,2025-03-10,4.97,1,Studying,4,Assignment Completed,False,3.7,Monday,False,0.2,0.01,18,99,0.22
Undergraduate,Computer Science,2025-03-10,36.69,16,Homework Help,2,Assignment Completed,True,1.4,Friday,False,0.44,0.16,18,66,0.15
Graduate,Math,2025-03-10,9.64,2,Homework Help,3,Assignment Completed,False,2.8,Saturday,True,0.21,0.02,31,57,0.07
Undergraduate,Computer Science,2024-07-31,40.19,12,Writing,4,Confused,True,5.0,Wednesday,False,0.3,0.12,22,40,0.21
Undergraduate,Biology,2024-09-07,5.9,1,Homework Help,5,Gave Up,True,4.4,Saturday,True,0.17,0.01,23,51,0.28
Undergraduate,Computer Science,2024-09-11,25.31,5,Coding,4,Assignment Completed,True,3.8,Wednesday,False,0.2,0.05,18,75,0.06
Graduate,Psychology,2025-04-01,26.81,5,Writing,3,Assignment Completed,True,2.4,Tuesday,False,0.19,0.05,30,48,0.28
Graduate,Psychology,2025-04-01,23.7,5,Homework Help,4,Confused,False,4.0,Sunday,True,0.21,0.05,26,51,0.28
Undergraduate,Psychology,2024-09-18,12.12,2,Studying,1,Gave Up,False,1.0,Wednesday,False,0.17,0.02,18,57,0.23
High School,Computer Science,2025-03-05,45.03,16,Homework Help,2,Confused,True,1.9,Wednesday,False,0.36,0.16,18,9,0.4
Undergraduate,Unknown,2025-03-05,16.7,4,Research,1,Confused,True,3.5,Sunday,True,0.3,0.07,20,4,0.06
Undergraduate,History,2025-04-15,28.58,4,Coding,3,Assignment Completed,True,1.4,Tuesday,False,0.21,0.06,18,51,0.25
Graduate,Computer Science,2025-04-15,28.45,12,Coding,4,Assignment Completed,True,4.9,Tuesday,False,0.2,0.12,26,71,0.29
Undergraduate,Psychology,2024-07-09,29.72,7,Writing,4,Idea Drafted,True,3.7,Tuesday,False,0.24,0.07,18,15,0.3
Graduate,Biology,2024-07-10,6.74,1,Coding,2,Idea Drafted,True,2.9,Wednesday,False,0.15,0.01,24,46,0.42
Graduate,History,2024-10-07,13.89,3,Homework Help,4,Confused,False,3.4,Friday,False,0.22,0.03,30,83,0.33
Undergraduate,History,2025-02-01,16.7,1,Research,4,Confused,True,4.1,Saturday,True,0.17,0.01,22,55,0.49
Undergraduate,Business,2025-02-01,15.99,3,Studying,3,Assignment Completed,True,4.1,Friday,False,0.2,0.03,19,51,0.31
Undergraduate,Unknown,2025-05-20,3.95,1,Research,3,Gave Up,False,2.8,Tuesday,False,0.25,0.01,23,66,0.11
Graduate,Biology,2025-05-20,6.5,1,Writing,3,Assignment Completed,False,2.8,Tuesday,False,0.15,0.01,32,94,0.35
Undergraduate,Computer Science,2024-09-19,17.71,6,Writing,3,Assignment Completed,True,4.2,Thursday,False,0.34,0.06,22,34,0.25
Graduate,Psychology,2024-09-19,39.84,11,Brainstorming,3,Assignment Completed,False,3.6,Monday,False,0.28,0.11,28,51,0.31
Undergraduate,Unknown,2025-05-22,9.17,2,Writing,4,Idea Drafted,True,3.7,Friday,False,0.22,0.02,19,1,0.17
Undergraduate,Unknown,2024-08-23,21.02,5,Coding,4,Assignment Completed,True,4.5,Friday,Unknown,0.24,0.05,21,51,0.48
Undergraduate,Math,2025-02-28,16.7,9,Writing,4,Assignment Completed,True,3.5,Friday,False,0.34,0.09,20,35,0.26
Undergraduate,Biology,2024-07-26,26.19,7,Writing,2,Idea Drafted,True,3.1,Friday,False,0.2,0.07,21,47,0.5
Undergraduate,History,2024-07-26,9.1,2,Studying,5,Assignment Completed,False,5.0,Saturday,True,0.22,0.02,20,91,0.38
Undergraduate,History,2025-05-20,14.22,2,Writing,3,Assignment Completed,True,3.0,Tuesday,False,0.14,0.02,23,87,0.1
Undergraduate,History,2024-08-21,42.48,11,Coding,3,Assignment Completed,True,2.6,Wednesday,False,0.26,0.11,19,47,0.16
High School,Psychology,2024-08-21,21.86,9,Homework Help,3,Idea Drafted,False,3.1,Tuesday,False,0.2,0.09,16,84,0.06
Graduate,Math,2025-05-11,38.0,10,Writing,2,Gave Up,False,1.0,Sunday,True,0.26,0.1,32,8,0.27
Undergraduate,Biology,2024-08-30,8.21,1,Studying,3,Confused,True,2.3,Friday,False,0.12,0.01,23,95,0.09
Undergraduate,Psychology,2025-04-23,16.7,4,Coding,4,Confused,False,3.5,Wednesday,False,0.23,0.04,22,76,0.34
Undergraduate,Computer Science,2024-07-23,16.7,5,Homework Help,3,Assignment Completed,True,3.5,Tuesday,False,0.39,0.05,18,87,0.03
Undergraduate,Psychology,2024-11-15,20.43,5,Writing,2,Assignment Completed,True,2.7,Friday,False,0.24,0.05,17,50,0.15
High School,Engineering,2025-04-10,9.72,4,Homework Help,2,Idea Drafted,False,1.0,Thursday,False,0.41,0.01,16,22,0.02
High School,Math,2024-10-16,27.16,8,Homework Help,5,Assignment Completed,False,5.0,Wednesday,False,0.29,0.08,15,14,0.11
Graduate,Unknown,2025-01-08,10.66,2,Homework Help,1,Idea Drafted,True,1.0,Friday,False,0.19,0.02,30,78,0.16
Undergraduate,Business,2025-03-08,22.0,6,Writing,2,Confused,False,1.0,Saturday,True,0.27,0.06,22,63,0.37
Graduate,Biology,2025-06-13,8.15,2,Studying,5,Assignment Completed,False,5.0,Friday,False,0.25,0.02,29,56,0.38
High School,Biology,2025-06-02,21.74,10,Writing,5,Idea Drafted,False,4.6,Monday,Unknown,0.46,0.1,17,19,0.45
Undergraduate,History,2024-08-06,16.7,4,Writing,4,Assignment Completed,True,2.8,Tuesday,False,0.24,0.03,19,66,0.32
Undergraduate,Math,2024-08-06,14.21,4,Writing,3,Assignment Completed,True,3.5,Thursday,False,0.21,0.03,21,71,0.28
Undergraduate,Computer Science,2024-11-15,12.06,3,Homework Help,3,Gave Up,False,4.5,Friday,False,0.25,0.03,22,88,0.49
Undergraduate,Psychology,2024-11-15,18.91,4,Studying,4,Confused,False,3.5,Thursday,False,0.32,0.06,22,71,0.34
Undergraduate,Psychology,2025-05-27,15.91,4,Coding,3,Assignment Completed,True,3.9,Tuesday,False,0.25,0.04,18,13,0.14
Graduate,Engineering,2024-12-10,9.38,3,Writing,5,Idea Drafted,True,5.0,Tuesday,False,0.32,0.03,23,41,0.09
Undergraduate,Engineering,2025-01-21,16.57,5,Studying,3,Assignment Completed,False,2.9,Tuesday,False,0.3,0.05,22,4,0.44
Graduate,Math,2024-12-03,6.15,2,Research,4,Confused,False,5.0,Tuesday,False,0.2,0.02,26,8,0.08
Graduate,Psychology,2025-01-18,10.35,3,Studying,4,Confused,True,2.4,Saturday,True,0.29,0.03,18,2,0.14
Graduate,Business,2025-01-03,10.87,2,Writing,3,Assignment Completed,True,4.4,Friday,False,0.18,0.02,32,87,0.18
Undergraduate,History,2024-11-26,17.52,7,Coding,4,Idea Drafted,True,4.7,Tuesday,False,0.4,0.07,18,6,0.36
Undergraduate,Computer Science,2024-10-17,25.04,9,Coding,5,Assignment Completed,True,5.0,Thursday,False,0.36,0.09,21,80,0.36
High School,Business,2025-06-06,35.44,10,Studying,5,Idea Drafted,True,5.0,Friday,False,0.28,0.1,16,17,0.25
Undergraduate,History,2024-06-27,8.33,3,Writing,4,Idea Drafted,True,4.2,Thursday,False,0.36,0.03,23,3,0.44
Graduate,History,2024-08-03,18.76,4,Studying,3,Assignment Completed,True,2.7,Saturday,True,0.32,0.06,34,48,0.28
High School,History,2025-04-16,7.21,1,Writing,3,Idea Drafted,True,4.2,Wednesday,False,0.14,0.01,17,46,0.25
High School,Engineering,2025-04-16,44.76,11,Studying,5,Assignment Completed,False,5.0,Wednesday,False,0.25,0.11,17,28,0.05
Undergraduate,Engineering,2024-08-05,16.7,1,Research,3,Confused,False,3.1,Monday,False,0.15,0.01,21,37,0.42
Graduate,Psychology,2024-08-05,16.7,10,Studying,3,Assignment Completed,True,2.5,Thursday,False,0.4,0.1,23,90,0.42
Undergraduate,Unknown,2024-10-28,34.9,7,Studying,2,Idea Drafted,True,1.2,Monday,False,0.2,0.07,23,51,0.37
Undergraduate,History,2024-10-28,21.37,7,Writing,4,Confused,True,3.5,Thursday,False,0.33,0.07,18,17,0.27
Graduate,Math,2025-01-26,16.7,6,Coding,4,Confused,True,4.7,Sunday,True,0.28,0.06,24,6,0.36
High School,History,2025-01-18,24.74,11,Coding,4,Assignment Completed,True,5.0,Saturday,True,0.44,0.11,15,88,0.46
High School,Psychology,2024-07-16,10.33,2,Homework Help,4,Assignment Completed,True,3.7,Tuesday,False,0.19,0.02,16,46,0.1
High School,Computer Science,2024-11-22,6.69,1,Coding,4,Confused,True,5.0,Friday,False,0.15,0.01,17,58,0.08
High School,Business,2024-10-22,21.37,4,Studying,2,Confused,False,2.8,Tuesday,False,0.19,0.04,17,77,0.04
Graduate,Computer Science,2024-10-20,22.63,6,Homework Help,4,Assignment Completed,True,4.5,Sunday,True,0.27,0.06,27,59,0.46
Undergraduate,Business,2025-04-11,16.96,3,Writing,4,Assignment Completed,True,3.6,Friday,False,0.18,0.03,23,51,0.15
Graduate,Computer Science,2024-08-14,22.31,9,Studying,3,Idea Drafted,True,4.4,Wednesday,False,0.4,0.09,33,37,0.17
Graduate,Math,2025-05-15,15.41,4,Brainstorming,3,Idea Drafted,True,1.0,Thursday,False,0.26,0.04,26,92,0.03
Undergraduate,Business,2025-03-12,4.94,1,Writing,4,Idea Drafted,True,3.4,Wednesday,False,0.2,0.01,23,27,0.34
Graduate,Unknown,2024-06-24,14.07,3,Writing,3,Idea Drafted,True,3.5,Monday,False,0.21,0.03,33,37,0.18
Undergraduate,Psychology,2025-04-28,2.8,1,Writing,3,Idea Drafted,False,3.2,Monday,False,0.36,0.01,22,3,0.25
Undergraduate,Psychology,2024-11-21,17.74,3,Homework Help,5,Assignment Completed,True,5.0,Thursday,False,0.17,0.03,21,65,0.04
Graduate,Business,2024-11-21,31.28,9,Homework Help,3,Assignment Completed,False,2.0,Saturday,True,0.29,0.09,31,50,0.25
Graduate,Engineering,2025-01-31,18.91,4,Studying,4,Idea Drafted,True,3.8,Friday,False,0.21,0.04,27,72,0.23
High School,Engineering,2025-06-19,13.98,6,Studying,4,Assignment Completed,True,2.0,Thursday,False,0.43,0.06,16,54,0.42
High School,Psychology,2025-01-05,4.33,1,Homework Help,3,Assignment Completed,True,3.2,Sunday,Unknown,0.2,0.01,17,53,0.12
Undergraduate,Psychology,2025-01-05,40.67,15,Brainstorming,2,Assignment Completed,True,1.5,Saturday,True,0.37,0.15,23,6,0.29
Undergraduate,Biology,2025-01-05,37.18,4,Writing,5,Idea Drafted,True,5.0,Friday,Unknown,0.46,0.17,20,93,0.28
Undergraduate,Business,2025-01-03,12.75,3,Studying,4,Confused,True,3.6,Friday,False,0.24,0.01,18,42,0.04
Graduate,Unknown,2024-12-12,5.7,2,Homework Help,4,Assignment Completed,True,4.0,Thursday,False,0.35,0.02,32,54,0.17
Undergraduate,Psychology,2025-02-26,9.5,4,Writing,3,Idea Drafted,True,2.6,Wednesday,False,0.42,0.04,23,31,0.2
Graduate,Unknown,2025-01-13,19.35,5,Writing,4,Confused,True,3.5,Monday,False,0.26,0.01,34,98,0.17
Graduate,Computer Science,2024-12-27,11.56,3,Studying,5,Assignment Completed,True,3.5,Friday,False,0.26,0.03,32,7,0.0
Graduate,Business,2024-09-26,37.16,8,Writing,5,Assignment Completed,True,3.5,Thursday,False,0.22,0.08,25,72,0.43
Graduate,Computer Science,2025-05-13,21.94,10,Studying,4,Confused,True,3.9,Tuesday,False,0.46,0.1,28,26,0.06
Undergraduate,Math,2024-10-23,18.75,7,Writing,5,Idea Drafted,False,4.7,Wednesday,False,0.37,0.07,18,87,0.44
Graduate,Engineering,2025-01-12,15.61,5,Homework Help,3,Idea Drafted,True,2.9,Sunday,True,0.32,0.05,32,42,0.25
Undergraduate,Business,2024-10-29,4.87,2,Writing,4,Assignment Completed,True,5.0,Tuesday,Unknown,0.41,0.02,18,43,0.41
Undergraduate,Business,2025-04-21,23.1,6,Studying,3,Gave Up,True,2.0,Monday,False,0.26,0.01,23,53,0.01
Undergraduate,History,2025-04-21,16.7,4,Writing,3,Assignment Completed,True,3.4,Sunday,True,0.39,0.04,16,54,0.32
Undergraduate,History,2024-11-21,7.63,3,Coding,4,Assignment Completed,True,4.3,Thursday,False,0.39,0.03,18,11,0.39
Undergraduate,Engineering,2025-02-26,14.5,3,Writing,4,Assignment Completed,True,4.4,Wednesday,False,0.21,0.03,20,59,0.19
High School,Business,2024-11-27,19.06,4,Writing,5,Idea Drafted,False,4.8,Wednesday,False,0.21,0.04,15,54,0.41
High School,Computer Science,2024-10-11,43.59,21,Homework Help,3,Assignment Completed,True,1.7,Friday,False,0.48,0.21,17,78,0.48
Undergraduate,Math,2025-05-27,28.67,7,Homework Help,4,Assignment Completed,True,3.5,Tuesday,False,0.24,0.07,20,10,0.11
Undergraduate,Business,2024-11-26,6.48,1,Homework Help,3,Assignment Completed,False,2.3,Tuesday,False,0.15,0.01,23,29,0.34
Undergraduate,Biology,2025-04-10,14.01,4,Writing,3,Assignment Completed,True,4.3,Thursday,False,0.29,0.01,23,69,0.19
Undergraduate,Business,2024-10-22,17.16,4,Research,4,Assignment Completed,False,3.3,Tuesday,False,0.23,0.04,18,7,0.27
Undergraduate,Math,2025-04-21,15.2,4,Writing,4,Assignment Completed,True,3.2,Monday,False,0.26,0.04,19,11,0.29
Undergraduate,Biology,2024-08-09,42.26,13,Writing,2,Assignment Completed,True,1.3,Friday,False,0.31,0.13,19,90,0.38
Undergraduate,Business,2024-08-09,14.25,2,Studying,3,Assignment Completed,True,2.3,Monday,False,0.2,0.02,19,64,0.22
Undergraduate,Unknown,2024-12-10,14.54,3,Writing,4,Assignment Completed,True,4.0,Tuesday,False,0.21,0.03,18,93,0.15
Undergraduate,Computer Science,2025-04-01,8.45,1,Homework Help,3,Assignment Completed,False,3.5,Tuesday,False,0.12,0.01,19,11,0.42
High School,Computer Science,2024-08-13,42.83,9,Coding,4,Assignment Completed,True,5.0,Tuesday,Unknown,0.21,0.09,14,85,0.19
Undergraduate,Business,2024-09-16,26.15,5,Writing,5,Assignment Completed,True,5.0,Monday,False,0.19,0.05,20,33,0.49
