StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,Engineering,2024-08-06,10.04,3.0,Homework Help,5.0,Assignment Completed,False,5.0,Tuesday,False,0.3,0.03,22.0,18.0,0.22
Undergraduate,Business,05-04-2025,8.06,2.0,Studying,2.0,ASSIGNMENT COMPLETED,True,1.9,Saturday,True,0.25,0.02,20.0,51.0,0.0
Graduate,,2025-01-23,6.31,2.0,Writing,3.0,Assignment Completed,True,,Thursday,False,0.32,0.02,34.0,44.0,0.48
high school,Math,07/01/2024,8.65,2.0,NAN,4.0,nan,,2.7,Monday,False,0.23,0.02,16.0,87.0,0.44
high school,History,2024-07-16,27.02,8.0,Coding,3.0,Assignment Completed,True,,tuesday,False,0.3,0.08,18.0,32.0,0.49
High School,history,2024-09-17,14.06,3.0,,4.0,Assignment Completed,True,,Tuesday,False,0.21,0.03,18.0,67.0,0.1
Graduate,Psychology,2025-05-29,24.15,4.0,CODING,4.0,Confused,False,4.6,Thursday,False,0.17,0.04,24.0,45.0,0.08
Undergraduate,Psychology,2024/12/08,19.74,560.6023102310231,Writing,4.0,Assignment Completed,True,3.1,Sunday,True,0.15,0.03,20.0,78.0,0.34
High School,Engineering,04 Dec 2024,19.1,5.0,Studying,4.0,Idea Drafted,false,3.1,Wednesday,False,0.26,0.05,17.0,86.0,0.03
High School,  Business  ,2024-11-30,65.88,18.0,Brainstorming,4.0,Gave Up,True,3.4,Saturday,True,0.27,0.18,18.0,19.0,0.23
High School,  Business  ,2024-07-02,33.13,9.0,Homework Help,4.0,Assignment Completed,True,4.5,Tuesday,false,0.27,0.09,16.0,44.0,0.14
High School,math,2025-04-06,9.28,2.0,Brainstorming,3.0,  ASSIGNMENT COMPLETED  ,True,3.6,Sunday,True,0.22,0.02,14.0,4.0,0.11
Graduate,Psychology,2025-03-18,,13.0,CODING,,Assignment Completed,True,3.9,tuesday,FALSE,0.33,0.13,28.0,73.0,0.17
Undergraduate,History,2025-04-09,44.51,11.0,writing,4.0,Assignment Completed,,4.9,Wednesday,FALSE,0.25,0.11,19.0,,0.16
undergraduate,Computer Science,2024-08-28,,4.0,Studying,,Assignment Completed,True,3.5,Wednesday,False,0.34,0.04,18.0,32.0,0.4
undergraduate,Computer Science,2025-03-25,9.68,3.0,Studying,3.0,Gave Up,False,4.1,Tuesday,False,0.31,0.03,21.0,45.0,0.44
HIGH SCHOOL,Psychology,2024-06-24,,3.0,  Studying  ,5.0,  Confused  ,False,5.0,Monday,False,0.2,0.03,15.0,35.0,0.05
Undergraduate,Business,18 Jul 2024,22.51,8.0,Studying,4.0,Idea Drafted,True,5.0,Thursday,False,,0.08,,81.0,0.46
,MATH,2024-06-26,,7.0,Writing,2.0,Assignment Completed,True,1.9,Wednesday,False,0.39,0.07,16.0,68.0,0.02
UNDERGRADUATE,Computer Science,2024-11-06,24.75,5.0,Homework Help,3.0,Idea Drafted,True,,,False,0.2,0.05,23.0,47.0,0.43
Undergraduate,History,2025/06/22,10.97,2.0,Writing,3.0,Confused,False,3.6,Sunday,True,0.18,,,26.0,0.43
Undergraduate,Biology,2024-09-08,20.9,4.0,Coding,5.0,Confused,False,5.0,sunday,True,0.19,0.04,21.0,5.0,0.47
nan,Biology,,13.14,4.0,HOMEWORK HELP,4.0,Idea Drafted,True,5.0,Thursday,False,0.3,0.04,18.0,30.0,0.29
Undergraduate,Biology,25 Aug 2024,20.6,7.0,Studying,3.0,Idea Drafted,True,3.9,sunday,True,0.34,0.07,22.0,71.0,0.33
Undergraduate,History,  2025-01-19  ,4.11,1.0,WRITING,3.0,Assignment Completed,True,3.1,Sunday,True,,0.01,21.0,61.0,0.48
Undergraduate,PSYCHOLOGY,2024-11-01,5.3,1.0,  Coding  ,5.0,,true,4.9,Friday,false,0.19,0.01,19.0,58.0,
High School,History,2024-09-07,16.26,3.0,Homework Help,3.0,Confused,False,2.6,SATURDAY,True,0.18,0.03,17.0,14.0,0.04
UNDERGRADUATE,Computer Science,2025-01-21,26.63,7.0,Coding,,  Confused  ,true,,Tuesday,False,0.26,0.07,22.0,73.0,0.16
UNDERGRADUATE,Psychology,  2024-11-24  ,7.18,1.0,writing,4.0,Assignment Completed,True,3.1,Sunday,  True  ,,0.01,20.0,83.0,0.17
Graduate,COMPUTER SCIENCE,2024-09-05,7.36,1.0,Writing,4.0,Idea Drafted,NAN,4.7,Thursday,False,0.14,0.01,27.0,67.0,0.07
Undergraduate,History,2025-05-29,13.49,4.0,writing,4.0,assignment completed,True,3.4,THURSDAY,False,0.3,0.04,23.0,58.0,0.04
Graduate,Psychology,2024-07-31,57.23,16.0,Coding,4.0,Idea Drafted,  nan  ,5.0,Wednesday,False,0.28,0.16,22.0,38.0,0.45
Undergraduate,Psychology,  2024-06-25  ,15.49,6.0,Coding,,assignment completed,True,3.1,tuesday,False,0.39,0.06,22.0,62.0,0.29
Undergraduate,Computer Science,2024-10-26,33.14,12.0,,4.0,Idea Drafted,True,2.2,Saturday,True,0.36,0.12,18.0,43.0,0.11
Undergraduate,History,2025-02-24,,8.0,Coding,4.0,Idea Drafted,True,3.7,Monday,False,,0.08,22.0,23.0,0.38
Graduate,nan,2024-07-12,29.29,8.0,,,  Confused  ,FALSE,1.5,Friday,False,0.27,0.08,26.0,100.0,0.31
Undergraduate,Computer Science,2024-10-28,10.18,2.0,Homework Help,4.0,assignment completed,False,,Monday,False,0.2,0.02,18.0,38.0,0.02
  High School  ,Engineering,2025-05-04,26.5,8.0,  Studying  ,3.0,Idea Drafted,True,2.3,Sunday,True,0.3,0.08,18.0,60.0,0.08
GRADUATE,,01-09-2024,15.95,3.0,studying,4.0,assignment completed,True,,Sunday,True,0.19,0.03,25.0,,0.3
UNDERGRADUATE,  nan  ,2024-10-06,19.11,7.0,Coding,3.0,Idea Drafted,True,3.1,  Sunday  ,nan,0.37,0.07,20.0,78.0,0.37
undergraduate,Business,2024-09-26,51.87,10.0,Writing,2.0,ASSIGNMENT COMPLETED,true,1.8,Thursday,False,0.19,0.1,21.0,61.0,0.49
Undergraduate,Engineering,,,,Homework Help,4.0,Idea Drafted,True,4.7,tuesday,False,0.2,0.05,21.0,89.0,0.19
Undergraduate,COMPUTER SCIENCE,2025-01-15,15.21,5.0,Coding,5.0,Idea Drafted,True,4.8,Wednesday,False,,0.05,21.0,,0.22
Graduate,PSYCHOLOGY,2025-06-08,31.85,9.0,Writing,4.0,Confused,False,4.4,  SUNDAY  ,True,0.28,0.09,26.0,68.0,0.35
High School,Engineering,2024-09-23,39.45,12.0,Studying,4.0,Assignment Completed,False,,,False,0.3,0.12,15.0,69.0,0.34
High School,Math,2025-01-23,,9.0,Research,,Confused,,5.0,thursday,False,0.26,0.09,,84.0,0.41
Undergraduate,Computer Science,2025-03-26,38.78,,  Studying  ,3.0,Assignment Completed,True,1.3,Wednesday,False,0.26,0.1,18.0,89.0,0.11
Graduate,computer science,2024-06-24,15.1,4.0,writing,1.0,Confused,False,,Monday,False,0.26,0.04,23.0,14.0,0.22
UNDERGRADUATE,Engineering,2025-06-22,10.59,3.0,Coding,3.0,Assignment Completed,True,1.9,Sunday,True,0.28,0.03,21.0,31.0,
Undergraduate,psychology,11/08/2024,13.4,3.0,Brainstorming,2.0,Assignment Completed,False,1.4,Friday,false,,0.03,21.0,1.0,0.33
Undergraduate,Psychology,24 Jan 2025,14.05,5.0,Studying,,idea drafted,False,5.0,Friday,False,0.36,0.05,18.0,98.0,0.04
undergraduate,History,2025-03-18,19.63,5.0,,5.0,NAN,False,4.5,Tuesday,,0.25,0.05,18.0,54.0,0.14
,Math,08/25/2024,7.19,3.0,,4.0,NAN,True,3.8,Sunday,True,0.42,0.03,18.0,,0.47
  High School  ,  Psychology  ,2025-06-18,6.71,2.0,Writing,1.0,Idea Drafted,True,1.5,Wednesday,False,0.3,0.02,18.0,65.0,0.45
Undergraduate,psychology,03-12-2024,39.81,18.0,Coding,3.0,Confused,False,4.8,Tuesday,False,0.45,0.18,21.0,14.0,0.03
Graduate,COMPUTER SCIENCE,2025-05-17,13.66,,Writing,4.0,Assignment Completed,False,4.2,saturday,True,0.22,0.03,30.0,19.0,0.44
Graduate,COMPUTER SCIENCE,2025-05-04,39.19,8.0,  HOMEWORK HELP  ,3.0,Gave Up,True,2.4,sunday,True,0.2,0.08,22.0,95.0,0.37
GRADUATE,History,2025-02-18,,1.0,Homework Help,4.0,Assignment Completed,True,3.9,  TUESDAY  ,,0.1,0.01,32.0,65.0,0.21
Undergraduate,Psychology,2024-08-29,48.83,13.0,Brainstorming,3.0,Confused,False,2.6,thursday,False,0.27,0.13,23.0,,0.05
UNDERGRADUATE,engineering,2025-03-07,7.4,1.0,Coding,4.0,Assignment Completed,False,4.4,friday,False,0.14,0.01,22.0,96.0,0.21
UNDERGRADUATE,Psychology,2025-04-22,37.06,9.0,CODING,3.0,Assignment Completed,True,3.1,Tuesday,nan,0.24,0.09,21.0,76.0,0.12
Undergraduate,psychology,2025-01-29,15.33,4.0,coding,4.0,Assignment Completed,False,,Wednesday,False,0.26,0.04,23.0,80.0,
Graduate,business,17 Apr 2025,16.42,6.0,Homework Help,5.0,Assignment Completed,True,5.0,THURSDAY,False,0.37,0.06,27.0,,0.43
,Psychology,2025-02-16,15.29,3.0,Coding,3.0,Confused,False,3.5,Sunday,true,0.2,0.03,19.0,68.0,0.41
Graduate,Business,  2024-07-18  ,14.81,3.0,BRAINSTORMING,3.0,Confused,,3.1,nan,False,,0.03,25.0,30.0,0.23
high school,Business,2024-07-17,11.3,2.0,  coding  ,3.0,CONFUSED,True,,WEDNESDAY,False,0.18,0.02,16.0,9.0,0.36
  Undergraduate  ,Psychology,2024-12-16,35.24,15.0,Writing,3.0,Idea Drafted,True,,Monday,false,0.43,0.15,23.0,2.0,
Undergraduate,Math,,5.1,1.0,WRITING,5.0,Idea Drafted,False,5.0,Monday,false,,0.01,18.0,52.0,0.15
Undergraduate,Computer Science,2025-01-17,9.47,2.0,  Writing  ,4.0,Assignment Completed,True,3.6,Friday,False,0.21,0.02,19.0,,0.07
Undergraduate,Psychology,2025-03-21,14.15,6.0,Research,4.0,confused,False,2.8,Friday,,0.42,0.06,23.0,93.0,0.37
high school,Computer Science,2024-12-08,18.41,,coding,4.0,Confused,False,3.4,SUNDAY,true,0.43,0.08,14.0,32.0,
High School,Psychology,,22.99,8.0,Writing,4.0,Confused,False,3.7,Monday,,0.35,0.08,14.0,83.0,0.4
Undergraduate,Math,2025-05-09,,3.0,Writing,2.0,,TRUE,,Friday,False,0.16,0.03,22.0,97.0,0.38
Graduate,Engineering,2024-12-18,4.65,1.0,Homework Help,5.0,Assignment Completed,True,,Wednesday,False,0.22,0.01,22.0,49.0,0.1
Undergraduate,History,2025-04-13,30.05,9.0,Studying,2.0,Idea Drafted,True,2.2,Sunday,True,0.3,0.09,22.0,7.0,
Undergraduate,Biology,2024-12-10,4.54,1.0,coding,3.0,Idea Drafted,False,3.1,  Tuesday  ,,0.22,0.01,18.0,15.0,0.4
Undergraduate,Business,2025-06-21,2.25,1.0,writing,2.0,IDEA DRAFTED,  True  ,1.8,Saturday,true,0.44,0.01,20.0,82.0,0.4
Undergraduate,Business,2024-09-26,5.98,2.0,Coding,4.0,Confused,False,2.4,  Thursday  ,FALSE,0.33,0.02,,14.0,0.41
High School,Psychology,2025-05-23,21.96,6.0,Writing,,Idea Drafted,False,4.8,FRIDAY,False,0.27,0.06,17.0,18.0,0.27
High School,Psychology,2024-09-20,63.68,19.0,Writing,3.0,Assignment Completed,False,2.5,Friday,FALSE,,0.19,16.0,12.0,0.04
High School,Business,2024/08/31,7.68,2.0,Coding,,Assignment Completed,True,5.0,SATURDAY,True,,0.02,,76.0,0.4
high school,Engineering,2025-05-17,8.69,,Studying,4.0,CONFUSED,True,5.0,Saturday,True,0.23,0.02,15.0,34.0,0.01
Undergraduate,Math,2025-01-25,9.47,2.0,Writing,1.0,Idea Drafted,False,1.7,Saturday,true,0.21,0.02,18.0,2.0,0.21
nan,biology,2025-06-04,11.28,,Homework Help,2.0,ASSIGNMENT COMPLETED,True,2.4,Wednesday,False,0.35,0.04,31.0,88.0,0.48
Undergraduate,,2024-09-12,20.25,6.0,Brainstorming,4.0,Gave Up,False,2.3,,False,0.3,0.06,18.0,4.0,0.09
undergraduate,history,2025-06-01,12.38,3.0,Studying,,Idea Drafted,True,4.2,Sunday,True,0.24,0.03,21.0,54.0,
High School,History,2025-05-28,18.55,4.0,Writing,4.0,Idea Drafted,  True  ,3.3,Wednesday,False,0.22,0.04,17.0,69.0,
HIGH SCHOOL,Biology,2025-01-04,46.66,12.0,Coding,5.0,nan,True,4.8,Saturday,True,0.26,0.12,17.0,62.0,
Undergraduate,History,2025-02-15,41.97,10.0,Writing,5.0,Assignment Completed,TRUE,5.0,Saturday,True,0.24,0.1,21.0,75.0,
HIGH SCHOOL,Computer Science,2025-06-05,9.68,2.0,Coding,2.0,ASSIGNMENT COMPLETED,True,1.9,Thursday,False,0.21,0.02,17.0,30.0,0.15
Undergraduate,math,20-11-2024,,5.0,Homework Help,3.0,Gave Up,False,4.5,Wednesday,False,0.34,0.05,20.0,30.0,0.22
Undergraduate,engineering,2025-03-12,57.14,14.0,Coding,5.0,ASSIGNMENT COMPLETED,True,,WEDNESDAY,False,,0.14,22.0,38.0,0.22
Undergraduate,Engineering,2025-04-26,0.37,1.0,Homework Help,4.0,Assignment Completed,True,4.7,Saturday,True,2.7,0.01,23.0,52.0,0.21
High School,MATH,2025-06-01,14.36,4.0,Studying,2.0,Idea Drafted,,1.6,Sunday,True,0.28,0.04,15.0,5.0,0.39
High School,Math,2024-09-11,,6.0,  Homework Help  ,5.0,  GAVE UP  ,True,4.9,Wednesday,,,0.06,18.0,5.0,0.03
Undergraduate,,2024-09-15,4.56,1.0,Coding,4.0,,False,4.7,Sunday,True,0.22,0.01,20.0,94.0,0.42
Undergraduate,,,28.4,7.0,Coding,3.0,IDEA DRAFTED,True,3.5,Tuesday,False,0.25,0.07,21.0,74.0,0.19
Undergraduate,History,2024-12-28,13.46,3.0,Homework Help,5.0,Confused,False,5.0,Saturday,True,,0.03,19.0,79.0,0.49
Graduate,  Computer Science  ,29 Nov 2024,24.84,6.0,Writing,3.0,idea drafted,False,3.4,Friday,False,0.24,0.06,26.0,92.0,0.01
Graduate,  Engineering  ,2025-06-08,16.48,4.0,,4.0,Assignment Completed,True,2.1,sunday,True,,0.04,31.0,,0.31
High School,History,,9.46,2.0,Homework Help,,  Gave Up  ,,4.8,Thursday,False,0.21,0.02,15.0,59.0,0.26
High School,Psychology,2024-07-26,11.39,2.0,STUDYING,4.0,Idea Drafted,TRUE,4.6,Friday,False,,0.02,16.0,,0.5
Undergraduate,,2025-01-06,12.44,4.0,Coding,3.0,Idea Drafted,False,3.6,Monday,false,0.32,0.04,20.0,81.0,0.07
Undergraduate,Engineering,  2024-11-01  ,4.08,1.0,Homework Help,3.0,Confused,FALSE,3.7,Friday,False,0.25,0.01,22.0,52.0,0.22
GRADUATE,MATH,2025-02-25,22.77,8.0,Brainstorming,3.0,CONFUSED,false,2.3,Tuesday,False,0.35,0.08,30.0,69.0,0.07
Undergraduate,Biology,08/07/2024,11.97,3.0,Writing,4.0,Idea Drafted,True,4.8,Wednesday,False,0.25,0.03,22.0,17.0,0.14
Undergraduate,Psychology,2025-06-02,16.55,3.0,Coding,3.0,  Assignment Completed  ,true,3.4,Monday,False,0.18,0.03,22.0,37.0,0.26
Undergraduate,Biology,02/24/2025,34.69,,Coding,4.0,Assignment Completed,True,4.3,Monday,False,0.26,0.09,23.0,94.0,0.1
graduate,Math,20-01-2025,16.51,5.0,Coding,4.0,Idea Drafted,True,3.9,monday,False,0.3,0.05,23.0,19.0,
high school,HISTORY,13 Jun 2025,19.3,4.0,Coding,4.0,Assignment Completed,True,4.0,FRIDAY,False,0.21,0.04,17.0,41.0,0.04
Graduate,,2025-05-05,7.23,1.0,coding,3.0,Gave Up,True,1.3,monday,,0.14,0.01,33.0,,0.08
graduate,History,,,11.0,Writing,3.0,Idea Drafted,True,5.0,Friday,False,0.29,0.11,26.0,22.0,0.24
High School,History,11 May 2025,14.41,3.0,,4.0,idea drafted,True,3.1,Sunday,True,0.21,0.03,14.0,51.0,
High School,Math,2025-04-18,9.95,2.0,Research,3.0,Idea Drafted,,4.0,Friday,FALSE,0.2,0.02,15.0,64.0,0.35
High School,Engineering,2024/11/27,4.14,560.6023102310231,Writing,5.0,Assignment Completed,TRUE,5.0,Wednesday,False,0.24,0.01,18.0,,0.22
Undergraduate,Business,2024-08-31,28.48,11.0,Homework Help,3.0,IDEA DRAFTED,False,2.8,Saturday,True,0.39,0.11,21.0,94.0,0.47
Undergraduate,ENGINEERING,2024-11-25,9.86,2.0,Studying,2.0,,False,1.7,Monday,  False  ,0.2,0.02,20.0,32.0,0.39
Graduate,Engineering,2024-12-17,25.24,,homework help,4.0,assignment completed,True,3.6,Tuesday,False,0.48,0.12,30.0,37.0,0.41
Graduate,Business,2024-08-03,49.66,19.0,Writing,3.0,Assignment Completed,False,,  saturday  ,True,,0.19,34.0,67.0,0.22
High School,Engineering,09/28/2024,10.05,2.0,Coding,4.0,  Assignment Completed  ,True,3.6,Saturday,True,0.2,0.02,16.0,48.0,0.32
Undergraduate,Psychology,12/09/2024,36.25,11.0,Writing,4.0,CONFUSED,False,4.6,Monday,False,0.3,0.11,21.0,89.0,0.27
HIGH SCHOOL,Biology,2025-01-24,12.71,2.0,studying,5.0,Confused,False,5.0,FRIDAY,False,0.16,0.02,18.0,,0.45
HIGH SCHOOL,business,  2024-10-20  ,23.55,7.0,Writing,4.0,Assignment Completed,  True  ,5.0,Sunday,True,0.3,0.07,18.0,73.0,0.08
Graduate,History,2025-04-21,4.4,1.0,Studying,3.0,Confused,False,,Monday,False,0.23,0.01,29.0,88.0,0.45
Graduate,Biology,2024-08-05,3.9,,Coding,4.0,Assignment Completed,False,4.5,Monday,,0.26,0.01,24.0,89.0,0.17
,Biology,2024-06-24,16.03,4.0,coding,3.0,  Assignment Completed  ,True,2.0,monday,False,,0.04,18.0,,
  Undergraduate  ,Computer Science,2024-07-22,18.52,7.0,STUDYING,5.0,Confused,,4.3,monday,NAN,0.38,0.07,22.0,79.0,0.44
Undergraduate,History,2024-09-05,52.45,15.0,Coding,5.0,  Assignment Completed  ,False,4.3,,False,0.29,0.15,23.0,37.0,0.09
undergraduate,History,23 Aug 2024,7.67,1.0,Homework Help,4.0,Assignment Completed,False,3.3,Friday,False,0.13,0.01,20.0,93.0,0.41
GRADUATE,Business,2025-03-08,24.38,7.0,Homework Help,4.0,  Assignment Completed  ,True,4.1,saturday,True,0.29,0.07,,81.0,0.35
GRADUATE,Computer Science,2025-01-06,21.52,6.0,Homework Help,4.0,Assignment Completed,True,4.6,,False,0.28,,30.0,62.0,0.08
Undergraduate,  Business  ,2025-04-27,20.95,4.0,Homework Help,5.0,Gave Up,  nan  ,5.0,Sunday,True,0.19,0.04,18.0,86.0,0.08
High School,Computer Science,2024-08-23,33.55,7.0,  Coding  ,4.0,assignment completed,True,3.3,Friday,false,0.21,0.07,16.0,66.0,0.15
undergraduate,Psychology,2024-09-10,10.73,2.0,HOMEWORK HELP,5.0,CONFUSED,True,4.9,Tuesday,False,0.19,0.02,18.0,9.0,0.03
Undergraduate,MATH,2025-06-08,29.71,6.0,Writing,3.0,Idea Drafted,True,3.0,Sunday,True,0.2,0.06,23.0,5.0,0.09
Undergraduate,math,2024-09-19,36.63,7.0,STUDYING,4.0,Idea Drafted,true,4.0,Thursday,  FALSE  ,0.19,0.07,22.0,3.0,0.01
High School,Biology,2025-03-29,4.75,1.0,Writing,5.0,Idea Drafted,True,5.0,Saturday,True,,0.01,15.0,93.0,0.01
Graduate,Engineering,15 Feb 2025,32.43,11.0,BRAINSTORMING,3.0,Confused,True,,Saturday,True,0.34,0.11,34.0,83.0,0.45
undergraduate,Engineering,2024-08-22,13.01,5.0,Studying,3.0,,,3.6,Thursday,False,0.38,0.05,23.0,16.0,0.0
Undergraduate,history,2024-08-01,48.35,17.0,Homework Help,4.0,Assignment Completed,True,4.2,THURSDAY,False,0.35,0.17,23.0,68.0,0.15
Undergraduate,Biology,2025-03-12,22.32,5.0,Writing,3.0,Confused,False,2.3,Wednesday,False,0.22,0.05,20.0,72.0,0.43
Undergraduate,BIOLOGY,2025-01-19,3.26,1.0,Homework Help,2.0,Confused,False,,sunday,true,0.31,0.01,23.0,4.0,0.19
undergraduate,Math,2025-05-19,30.75,14.0,Writing,5.0,assignment completed,False,5.0,monday,False,0.46,0.14,19.0,5.0,0.03
,Engineering,2025-01-07,7.08,2.0,Writing,4.0,Assignment Completed,True,5.0,Tuesday,false,0.28,0.02,16.0,49.0,0.39
Graduate,Biology,2025-04-03,3.3,1.0,  Homework Help  ,5.0,Idea Drafted,true,4.9,Thursday,FALSE,0.3,0.01,25.0,39.0,0.46
Undergraduate,Computer Science,2024-09-18,28.96,6.0,Writing,3.0,Assignment Completed,  False  ,1.9,Wednesday,False,0.21,0.06,21.0,62.0,0.49
GRADUATE,Psychology,2024/11/06,26.77,5.0,Writing,5.0,nan,True,4.3,Wednesday,False,0.19,0.05,30.0,67.0,0.08
undergraduate,Computer Science,2025-06-07,27.13,7.0,HOMEWORK HELP,4.0,Assignment Completed,True,3.5,Saturday,True,0.26,0.07,22.0,60.0,0.19
Undergraduate,,09/04/2024,27.07,7.0,Homework Help,4.0,Confused,true,3.9,Wednesday,False,0.26,0.07,18.0,18.0,0.09
Undergraduate,Biology,2024-12-20,7.31,1.0,Coding,4.0,Confused,False,4.3,friday,  False  ,0.14,0.01,21.0,19.0,0.41
Undergraduate,Biology,2025/04/06,27.88,6.0,Writing,2.0,assignment completed,False,3.2,Sunday,True,0.22,0.06,23.0,9.0,0.48
High School,BIOLOGY,2025-02-12,35.86,8.0,Writing,3.0,Idea Drafted,True,2.9,Wednesday,False,,0.08,17.0,60.0,0.48
Undergraduate,History,02 Apr 2025,7.29,1.0,Studying,4.0,  nan  ,True,3.9,Wednesday,False,0.14,0.01,18.0,98.0,0.01
  GRADUATE  ,psychology,2025-05-22,30.46,6.0,Studying,4.0,Assignment Completed,False,4.4,Thursday,False,0.2,0.06,29.0,50.0,
,History,2024-07-18,13.45,5.0,  Writing  ,5.0,Gave Up,False,4.8,Thursday,False,0.37,0.05,21.0,77.0,0.1
Graduate,Biology,2025-01-15,19.86,8.0,Writing,3.0,Confused,False,2.6,,False,0.4,0.08,31.0,,0.31
Undergraduate,Psychology,2024-12-26,15.37,6.0,Studying,3.0,Idea Drafted,True,2.7,Thursday,FALSE,0.39,,20.0,23.0,0.35
Undergraduate,Psychology,2024-10-28,5.4,2.0,Coding,2.0,Assignment Completed,False,,monday,  False  ,0.37,0.02,18.0,40.0,0.3
Undergraduate,,2025-03-26,20.31,5.0,Homework Help,2.0,Gave Up,True,,Wednesday,False,0.25,0.05,21.0,8.0,0.4
High School,Biology,2025-06-23,5.84,2.0,Coding,,Assignment Completed,true,,Monday,False,0.34,0.02,18.0,24.0,0.42
Undergraduate,History,2025-04-16,11.89,2.0,HOMEWORK HELP,3.0,Idea Drafted,TRUE,2.5,  Wednesday  ,FALSE,0.17,0.02,19.0,19.0,0.05
GRADUATE,History,,14.57,6.0,Writing,3.0,Assignment Completed,True,3.9,saturday,True,0.41,0.06,26.0,56.0,0.29
Graduate,Biology,  2025-06-24  ,2.59,1.0,Homework Help,3.0,Idea Drafted,False,3.7,Tuesday,FALSE,0.39,0.01,25.0,44.0,0.09
Undergraduate,business,2025/03/22,27.05,10.0,Writing,2.0,Assignment Completed,True,3.1,SATURDAY,NAN,,,18.0,86.0,0.02
Undergraduate,NAN,2024-07-01,,,Studying,4.0,Confused,False,,Monday,false,0.22,,20.0,49.0,0.22
High School,Math,2024-11-28,12.39,2.0,Writing,2.0,Assignment Completed,True,2.2,Thursday,False,0.16,0.02,15.0,21.0,0.18
Undergraduate,Computer Science,06 Jun 2025,8.65,1.0,Coding,4.0,Assignment Completed,TRUE,5.0,FRIDAY,False,0.12,,18.0,16.0,0.42
High School,ENGINEERING,2024-12-28,17.22,3.0,Homework Help,2.0,Gave Up,True,1.6,Saturday,  TRUE  ,0.17,0.03,18.0,89.0,0.45
Undergraduate,business,2025-01-01,9.65,2.0,Writing,3.0,Assignment Completed,TRUE,,WEDNESDAY,,0.21,0.02,,1.0,0.28
undergraduate,ENGINEERING,20-11-2024,34.99,10.0,homework help,2.0,Idea Drafted,True,2.3,Wednesday,False,,0.1,23.0,22.0,0.33
Undergraduate,MATH,2024-07-30,25.53,11.0,studying,2.0,Confused,False,,Tuesday,False,0.43,0.11,20.0,70.0,0.37
Undergraduate,business,2025-03-03,9.58,3.0,Writing,4.0,Assignment Completed,True,4.5,Monday,FALSE,,0.03,22.0,15.0,0.27
High School,Biology,2024-07-10,22.1,5.0,coding,3.0,Assignment Completed,True,3.2,Wednesday,False,0.23,0.05,18.0,71.0,0.0
GRADUATE,Business,2024-12-05,17.08,4.0,Writing,,Assignment Completed,  False  ,1.8,thursday,False,0.23,0.04,33.0,46.0,0.39
Undergraduate,computer science,2025-04-13,14.23,3.0,Writing,,Assignment Completed,True,4.0,Sunday,True,0.21,0.03,21.0,3.0,0.4
UNDERGRADUATE,math,2025-02-23,5.97,2.0,Writing,5.0,Idea Drafted,True,4.7,Sunday,True,0.34,0.02,21.0,81.0,0.06
Undergraduate,ENGINEERING,2025-03-31,3.31,1.0,WRITING,3.0,ASSIGNMENT COMPLETED,,1.2,Monday,False,0.3,0.01,19.0,86.0,0.04
Undergraduate,Computer Science,2024-11-14,33.47,11.0,Writing,3.0,Gave Up,,,Thursday,,0.33,0.11,18.0,22.0,0.01
undergraduate,HISTORY,2025-05-10,21.3,4.0,Coding,5.0,Confused,false,4.2,Saturday,true,0.19,0.04,21.0,100.0,0.09
Undergraduate,Engineering,2025-02-05,11.58,3.0,,5.0,Assignment Completed,False,5.0,Wednesday,false,0.26,0.03,23.0,74.0,0.48
Undergraduate,,2024-08-27,22.72,8.0,Writing,4.0,Assignment Completed,TRUE,4.9,Tuesday,  False  ,0.35,0.08,18.0,56.0,0.04
Graduate,Computer Science,2024-06-26,11.56,4.0,homework help,4.0,idea drafted,True,3.8,Wednesday,FALSE,0.35,0.04,26.0,19.0,0.28
Graduate,Math,25 Feb 2025,21.37,6.0,CODING,4.0,assignment completed,True,4.0,Tuesday,False,0.28,0.06,,34.0,0.16
Undergraduate,Biology,2025-06-08,12.65,3.0,Writing,3.0,nan,True,3.9,Sunday,  True  ,0.24,0.03,21.0,39.0,0.46
Undergraduate,Math,2025-06-21,9.98,2.0,  Writing  ,,  Assignment Completed  ,True,,Saturday,True,0.2,0.02,19.0,35.0,0.05
Undergraduate,Math,2025-01-19,26.44,9.0,Studying,4.0,Assignment Completed,True,3.1,SUNDAY,true,0.34,0.09,20.0,80.0,0.31
,Math,01/12/2025,15.92,4.0,Coding,3.0,ASSIGNMENT COMPLETED,True,3.2,Sunday,True,0.25,0.04,23.0,60.0,0.24
Undergraduate,  HISTORY  ,08/02/2024,,1.0,Homework Help,5.0,Assignment Completed,True,4.4,Friday,false,0.26,0.01,22.0,38.0,0.06
Undergraduate,Psychology,05/22/2025,13.01,2.0,Writing,3.0,assignment completed,True,,Thursday,False,0.15,0.02,18.0,66.0,0.32
Graduate,Psychology,2025-03-05,8.54,2.0,Writing,3.0,Confused,False,3.4,wednesday,false,0.23,0.02,30.0,3.0,0.45
